COMPETITION_WYID,MATCH_WYID,TEAM_WYID,SHOTS,FOULS,CORNERS,REDCARDS,YELLOWCARDS,OFFSIDES,DRIBBLES,GOALS,AVGDISTANCE,XG,PROGRESSIVERUNS,TOUCHESINBOX,FOULSSUFFERED,SHOTSONTARGET,SHOTSBLOCKED,SHOTSOUTSIDEBOX,SHOTSOUTSIDEBOXONTARGET,SHOTSONPOST,SHOTSWIDE,SHOTSFROMBOX,SHOTSFROMBOXONTARGET,FREEKICKS,SHOTSFROMDANGERZONE,TOTALTHROWINS,LEFTTHROWINS,RIGHTTHROWINS,MATCH_WYID.1,DATE,DATEUTC,MATCHSTATUS,COMPETITION_WYID.1,SEASON_WYID,ROUND_WYID,GAMEWEEK,weekday,Hold,Total Cards,Total Rain,Kategori med nedbør,MATCHLABEL
335,2082361,7458,8,9,7,0,1,2,21,1,18.6,0.9746,12,14,11,4,0,5,2,0,4,3,2,0,2,30,13,17,2082361,2016-08-19 17:00:00,2016-08-19 15:00:00,Played,335,11061,4170895,6,Friday,Nordsjælland,1,,Vejrdata mangler,"Nordsjælland - Randers, 1 - 1"
335,2082362,7465,11,13,9,0,1,0,25,2,20.1,1.097,2,16,6,4,4,5,2,0,3,6,2,4,3,13,4,9,2082362,2016-08-19 19:15:00,2016-08-19 17:15:00,Played,335,11061,4170895,6,Friday,Horsens,1,,Vejrdata mangler,"Horsens - Lyngby, 2 - 1"
335,2082362,7484,19,7,8,0,1,0,25,1,23.5,1.181,15,11,12,5,4,13,3,1,9,6,2,6,2,24,14,10,2082362,2016-08-19 19:15:00,2016-08-19 17:15:00,Played,335,11061,4170895,6,Friday,Lyngby,1,,Vejrdata mangler,"Horsens - Lyngby, 2 - 1"
335,2082363,7452,15,12,4,0,0,1,18,1,15.1,1.844,7,19,11,4,1,5,2,0,10,10,2,2,9,19,8,11,2082363,2016-08-20 17:30:00,2016-08-20 15:30:00,Played,335,11061,4170895,6,Saturday,København,0,,Vejrdata mangler,"København - AaB, 1 - 1"
335,2082363,7454,5,11,5,0,3,1,6,1,14.3,0.803,0,9,12,1,0,1,0,0,4,4,1,3,4,12,7,5,2082363,2016-08-20 17:30:00,2016-08-20 15:30:00,Played,335,11061,4170895,6,Saturday,AaB,3,,Vejrdata mangler,"København - AaB, 1 - 1"
335,2082360,7456,25,13,9,0,0,1,30,5,16.7,3.55,11,25,15,12,5,6,1,0,8,19,11,3,11,17,3,14,2082360,2016-08-21 12:00:00,2016-08-21 10:00:00,Played,335,11061,4170895,6,Sunday,Viborg,0,,Vejrdata mangler,"Silkeborg - Viborg, 1 - 5"
335,2082360,7461,19,16,4,0,1,0,24,1,21.4,2.049,14,14,10,4,6,12,2,1,8,7,2,0,5,25,12,13,2082360,2016-08-21 12:00:00,2016-08-21 10:00:00,Played,335,11061,4170895,6,Sunday,Silkeborg,1,,Vejrdata mangler,"Silkeborg - Viborg, 1 - 5"
335,2082359,7457,4,6,4,1,1,1,17,0,18.0,0.4462,4,4,13,1,1,2,1,0,2,2,0,5,2,22,13,9,2082359,2016-08-21 15:00:00,2016-08-21 13:00:00,Played,335,11061,4170895,6,Sunday,AGF,2,,Vejrdata mangler,"AGF - Brøndby, 0 - 7"
335,2082359,7453,20,13,6,0,2,2,13,7,17.5,2.97,6,21,6,10,3,8,4,3,4,12,6,1,7,28,10,18,2082359,2016-08-21 15:00:00,2016-08-21 13:00:00,Played,335,11061,4170895,6,Sunday,Brøndby,2,,Vejrdata mangler,"AGF - Brøndby, 0 - 7"
335,2082358,7499,8,9,8,0,4,4,19,2,19.3,0.6862,3,14,10,1,2,4,0,0,5,4,1,6,4,24,15,9,2082358,2016-08-21 17:00:00,2016-08-21 15:00:00,Played,335,11061,4170895,6,Sunday,Sønderjyske,4,,Vejrdata mangler,"Midtjylland - SønderjyskE, 2 - 2"
335,2082358,7455,19,10,8,0,1,0,27,2,17.5,1.473,4,21,9,6,7,7,2,0,6,12,4,3,9,22,8,14,2082358,2016-08-21 17:00:00,2016-08-21 15:00:00,Played,335,11061,4170895,6,Sunday,Midtjylland,1,,Vejrdata mangler,"Midtjylland - SønderjyskE, 2 - 2"
335,2082357,7451,12,12,4,0,0,0,19,3,17.3,1.498,3,13,7,6,1,6,3,0,5,6,3,0,4,17,7,10,2082357,2016-08-22 18:00:00,2016-08-22 16:00:00,Played,335,11061,4170895,6,Monday,Esbjerg,0,,Vejrdata mangler,"Esbjerg - OB, 3 - 2"
335,2082357,7460,15,7,6,0,1,2,24,2,24.9,0.8929,11,16,12,5,4,12,3,1,5,3,2,2,2,27,17,10,2082357,2016-08-22 18:00:00,2016-08-22 16:00:00,Played,335,11061,4170895,6,Monday,OB,1,,Vejrdata mangler,"Esbjerg - OB, 3 - 2"
335,2082370,7462,15,9,6,0,0,4,18,1,18.1,1.325,12,19,13,6,2,6,1,0,7,9,5,3,6,19,10,9,2082370,2016-08-26 17:00:00,2016-08-26 15:00:00,Played,335,11061,4170895,7,Friday,Randers,0,,Vejrdata mangler,"Randers - Silkeborg, 1 - 0"
335,2082370,7461,7,13,2,0,1,2,22,0,20.5,0.3935,4,7,9,3,2,4,1,0,2,3,2,4,3,27,11,16,2082370,2016-08-26 17:00:00,2016-08-26 15:00:00,Played,335,11061,4170895,7,Friday,Silkeborg,1,,Vejrdata mangler,"Randers - Silkeborg, 1 - 0"
335,2082364,7484,13,14,5,0,3,1,39,0,20.7,1.498,8,23,18,8,3,6,3,1,1,7,5,4,6,19,7,12,2082364,2016-08-26 19:15:00,2016-08-26 17:15:00,Played,335,11061,4170895,7,Friday,Lyngby,3,,Vejrdata mangler,"Lyngby - Nordsjælland, 0 - 1"
335,2082364,7458,8,19,2,0,3,1,19,1,20.0,0.8739,3,9,14,5,0,4,3,1,2,4,2,0,3,15,7,8,2082364,2016-08-26 19:15:00,2016-08-26 17:15:00,Played,335,11061,4170895,7,Friday,Nordsjælland,3,,Vejrdata mangler,"Lyngby - Nordsjælland, 0 - 1"
335,2082365,7451,9,11,6,0,1,3,29,1,19.2,0.6958,5,12,6,3,4,4,2,1,1,5,1,2,3,23,8,15,2082365,2016-08-28 11:00:00,2016-08-28 09:00:00,Played,335,11061,4170895,7,Sunday,Esbjerg,1,,Vejrdata mangler,"SønderjyskE - Esbjerg, 1 - 1"
335,2082365,7499,14,6,3,0,0,1,22,1,19.3,1.561,7,15,11,7,3,8,4,0,4,6,3,3,4,26,15,11,2082365,2016-08-28 11:00:00,2016-08-28 09:00:00,Played,335,11061,4170895,7,Sunday,Sønderjyske,0,,Vejrdata mangler,"SønderjyskE - Esbjerg, 1 - 1"
335,2082368,7460,16,10,11,0,2,2,32,0,17.0,1.518,8,29,7,4,6,7,1,0,6,9,3,4,9,21,7,14,2082368,2016-08-28 13:00:00,2016-08-28 11:00:00,Played,335,11061,4170895,7,Sunday,OB,2,,Vejrdata mangler,"OB - Horsens, 0 - 1"
335,2082368,7465,4,7,1,0,3,2,7,1,17.8,0.5111,0,9,8,3,1,1,1,0,0,3,2,2,2,21,11,10,2082368,2016-08-28 13:00:00,2016-08-28 11:00:00,Played,335,11061,4170895,7,Sunday,Horsens,3,,Vejrdata mangler,"OB - Horsens, 0 - 1"
335,2082366,7453,20,21,9,0,3,3,31,1,21.6,1.485,14,17,16,8,7,13,4,0,5,7,4,4,3,27,10,17,2082366,2016-08-28 15:10:00,2016-08-28 13:10:00,Played,335,11061,4170895,7,Sunday,Brøndby,3,,Vejrdata mangler,"Brøndby - København, 1 - 1"
335,2082366,7452,10,19,3,0,3,5,50,1,14.0,1.615,5,11,21,6,1,2,0,0,3,8,6,1,5,25,17,8,2082366,2016-08-28 15:10:00,2016-08-28 13:10:00,Played,335,11061,4170895,7,Sunday,København,3,,Vejrdata mangler,"Brøndby - København, 1 - 1"
335,2082369,7457,14,14,6,0,2,4,23,1,21.7,1.13,3,21,7,6,4,9,3,1,3,5,3,4,4,29,17,12,2082369,2016-08-28 17:00:00,2016-08-28 15:00:00,Played,335,11061,4170895,7,Sunday,AGF,2,,Vejrdata mangler,"AaB - AGF, 2 - 1"
335,2082369,7454,9,7,2,0,2,1,29,2,17.4,1.026,12,8,14,5,2,3,1,0,2,6,4,2,1,29,6,23,2082369,2016-08-28 17:00:00,2016-08-28 15:00:00,Played,335,11061,4170895,7,Sunday,AaB,2,,Vejrdata mangler,"AaB - AGF, 2 - 1"
335,2082367,7455,16,9,5,0,1,2,20,0,18.0,1.726,5,14,10,7,3,9,4,0,6,7,3,3,6,21,6,15,2082367,2016-08-28 19:00:00,2016-08-28 17:00:00,Played,335,11061,4170895,7,Sunday,Midtjylland,1,,Vejrdata mangler,"Viborg - Midtjylland, 0 - 0"
335,2082367,7456,18,10,6,0,1,1,26,0,19.5,1.539,5,13,9,3,8,11,1,0,7,7,2,2,6,31,16,15,2082367,2016-08-28 19:00:00,2016-08-28 17:00:00,Played,335,11061,4170895,7,Sunday,Viborg,1,,Vejrdata mangler,"Viborg - Midtjylland, 0 - 0"
335,2082371,7462,10,13,6,1,2,1,21,2,17.2,1.034,3,12,10,3,2,2,0,0,5,8,3,3,3,13,5,8,2082371,2016-09-09 17:00:00,2016-09-09 15:00:00,Played,335,11061,4170895,8,Friday,Randers,3,,Vejrdata mangler,"Randers - Lyngby, 2 - 0"
335,2082371,7484,17,10,15,0,3,2,29,0,20.1,2.105,4,27,12,3,7,7,0,0,7,10,3,3,4,15,4,11,2082371,2016-09-09 17:00:00,2016-09-09 15:00:00,Played,335,11061,4170895,8,Friday,Lyngby,3,,Vejrdata mangler,"Randers - Lyngby, 2 - 0"
335,2082377,7455,25,8,6,0,1,1,31,3,17.2,4.076,8,31,9,8,1,8,2,3,13,17,6,3,11,22,15,7,2082377,2016-09-09 19:15:00,2016-09-09 17:15:00,Played,335,11061,4170895,8,Friday,Midtjylland,1,,Vejrdata mangler,"Midtjylland - Esbjerg, 3 - 0"
335,2082377,7451,7,9,0,0,2,1,28,0,19.7,0.388,5,7,8,2,3,4,1,0,2,3,1,2,3,25,9,16,2082377,2016-09-09 19:15:00,2016-09-09 17:15:00,Played,335,11061,4170895,8,Friday,Esbjerg,2,,Vejrdata mangler,"Midtjylland - Esbjerg, 3 - 0"
335,2082375,7465,10,16,7,0,1,2,20,4,15.8,1.786,10,14,9,6,1,3,1,0,3,7,5,3,6,18,7,11,2082375,2016-09-10 13:00:00,2016-09-10 11:00:00,Played,335,11061,4170895,8,Saturday,Horsens,1,,Vejrdata mangler,"Viborg - Horsens, 2 - 4"
335,2082375,7456,13,9,4,0,3,3,13,2,21.1,0.9322,2,12,16,5,4,8,4,0,4,5,1,3,2,15,6,9,2082375,2016-09-10 13:00:00,2016-09-10 11:00:00,Played,335,11061,4170895,8,Saturday,Viborg,3,,Vejrdata mangler,"Viborg - Horsens, 2 - 4"
335,2082373,7460,7,15,3,0,2,1,22,0,19.9,0.5411,5,7,11,1,2,4,1,0,4,3,0,3,3,21,13,8,2082373,2016-09-10 15:00:00,2016-09-10 13:00:00,Played,335,11061,4170895,8,Saturday,OB,2,,Vejrdata mangler,"København - OB, 2 - 0"
335,2082373,7452,25,11,8,0,1,2,32,2,15.7,4.232,7,31,14,11,6,8,2,0,8,17,9,3,14,34,16,18,2082373,2016-09-10 15:00:00,2016-09-10 13:00:00,Played,335,11061,4170895,8,Saturday,København,1,,Vejrdata mangler,"København - OB, 2 - 0"
335,2082376,7461,14,9,4,0,0,1,28,2,18.7,1.418,6,17,9,3,3,6,0,1,7,8,3,1,7,33,19,14,2082376,2016-09-11 15:00:00,2016-09-11 13:00:00,Played,335,11061,4170895,8,Sunday,Silkeborg,0,,Vejrdata mangler,"SønderjyskE - Silkeborg, 2 - 2"
335,2082376,7499,12,9,5,0,1,1,30,2,19.7,1.587,3,20,7,4,5,5,1,0,3,7,3,6,3,29,17,12,2082376,2016-09-11 15:00:00,2016-09-11 13:00:00,Played,335,11061,4170895,8,Sunday,Sønderjyske,1,,Vejrdata mangler,"SønderjyskE - Silkeborg, 2 - 2"
335,2082372,7453,18,15,6,0,2,2,13,1,18.4,1.701,5,24,14,7,0,6,1,1,10,12,6,2,5,25,13,12,2082372,2016-09-11 17:00:00,2016-09-11 15:00:00,Played,335,11061,4170895,8,Sunday,Brøndby,2,,Vejrdata mangler,"AaB - Brøndby, 0 - 1"
335,2082372,7454,6,15,6,0,0,4,22,0,16.4,0.7677,3,12,15,2,1,1,0,0,3,5,2,2,3,26,17,9,2082372,2016-09-11 17:00:00,2016-09-11 15:00:00,Played,335,11061,4170895,8,Sunday,AaB,0,,Vejrdata mangler,"AaB - Brøndby, 0 - 1"
335,2082374,7458,7,13,1,0,1,2,22,1,17.4,1.323,4,7,13,3,1,2,1,0,3,5,2,1,3,31,10,21,2082374,2016-09-12 18:00:00,2016-09-12 16:00:00,Played,335,11061,4170895,8,Monday,Nordsjælland,1,,Vejrdata mangler,"AGF - Nordsjælland, 3 - 1"
335,2082374,7457,16,13,13,0,1,0,28,3,17.3,1.898,3,14,13,8,0,9,4,1,7,7,4,5,5,27,17,10,2082374,2016-09-12 18:00:00,2016-09-12 16:00:00,Played,335,11061,4170895,8,Monday,AGF,1,,Vejrdata mangler,"AGF - Nordsjælland, 3 - 1"
335,2082381,7451,12,9,6,0,0,3,28,1,16.9,1.143,16,18,7,2,5,5,1,0,5,7,1,3,5,31,8,23,2082381,2016-09-16 17:00:00,2016-09-16 15:00:00,Played,335,11061,4170895,9,Friday,Esbjerg,0,,Vejrdata mangler,"Esbjerg - Randers, 1 - 1"
335,2082381,7462,15,7,7,0,1,0,26,1,22.1,1.024,6,20,9,5,3,9,2,1,6,6,3,4,5,27,18,9,2082381,2016-09-16 17:00:00,2016-09-16 15:00:00,Played,335,11061,4170895,9,Friday,Randers,1,,Vejrdata mangler,"Esbjerg - Randers, 1 - 1"
335,2082378,7457,11,12,5,0,2,1,36,0,17.2,0.8103,5,14,7,2,3,4,0,1,5,7,2,1,4,28,13,15,2082378,2016-09-17 15:00:00,2016-09-17 13:00:00,Played,335,11061,4170895,9,Saturday,AGF,2,,Vejrdata mangler,"Silkeborg - AGF, 1 - 0"
335,2082378,7461,14,8,5,0,1,2,28,1,16.5,1.338,9,21,11,3,3,5,0,0,8,9,3,3,4,33,18,15,2082378,2016-09-17 15:00:00,2016-09-17 13:00:00,Played,335,11061,4170895,9,Saturday,Silkeborg,1,,Vejrdata mangler,"Silkeborg - AGF, 1 - 0"
335,2082383,7499,18,16,5,0,2,1,18,3,18.4,2.112,2,17,12,4,8,8,0,1,5,10,4,5,6,13,6,7,2082383,2016-09-18 11:00:00,2016-09-18 09:00:00,Played,335,11061,4170895,9,Sunday,Sønderjyske,2,,Vejrdata mangler,"Nordsjælland - SønderjyskE, 2 - 3"
335,2082383,7458,14,14,2,0,1,2,27,2,16.4,1.772,5,19,16,7,1,5,3,0,6,9,4,3,6,19,12,7,2082383,2016-09-18 11:00:00,2016-09-18 09:00:00,Played,335,11061,4170895,9,Sunday,Nordsjælland,1,,Vejrdata mangler,"Nordsjælland - SønderjyskE, 2 - 3"
335,2082382,7460,16,8,5,0,4,1,26,0,29.7,1.199,8,16,11,2,7,10,1,0,7,6,1,4,4,23,16,7,2082382,2016-09-18 13:00:00,2016-09-18 11:00:00,Played,335,11061,4170895,9,Sunday,OB,4,,Vejrdata mangler,"OB - Midtjylland, 0 - 1"
335,2082382,7455,13,12,5,0,4,2,19,1,19.8,1.586,6,16,8,6,3,6,2,0,4,7,4,2,6,18,12,6,2082382,2016-09-18 13:00:00,2016-09-18 11:00:00,Played,335,11061,4170895,9,Sunday,Midtjylland,4,,Vejrdata mangler,"OB - Midtjylland, 0 - 1"
335,2082384,7456,10,12,9,0,2,7,20,2,18.0,1.028,7,15,10,6,0,4,2,0,4,6,4,2,3,26,8,18,2082384,2016-09-18 15:00:00,2016-09-18 13:00:00,Played,335,11061,4170895,9,Sunday,Viborg,2,,Vejrdata mangler,"Brøndby - Viborg, 1 - 2"
335,2082384,7453,18,11,4,0,2,2,19,1,21.8,1.114,9,25,10,8,7,13,4,0,3,5,4,2,4,25,11,14,2082384,2016-09-18 15:00:00,2016-09-18 13:00:00,Played,335,11061,4170895,9,Sunday,Brøndby,2,,Vejrdata mangler,"Brøndby - Viborg, 1 - 2"
335,2082380,7452,16,8,6,0,1,3,21,2,19.9,1.353,11,22,15,4,3,7,3,1,8,9,1,3,5,15,7,8,2082380,2016-09-18 17:00:00,2016-09-18 15:00:00,Played,335,11061,4170895,9,Sunday,København,1,,Vejrdata mangler,"Horsens - København, 0 - 2"
335,2082380,7465,3,15,0,0,3,5,25,0,19.7,0.4463,3,5,7,1,0,2,1,0,2,1,0,4,1,15,4,11,2082380,2016-09-18 17:00:00,2016-09-18 15:00:00,Played,335,11061,4170895,9,Sunday,Horsens,3,,Vejrdata mangler,"Horsens - København, 0 - 2"
335,2082379,7454,10,11,6,0,1,1,18,0,21.0,0.6122,6,13,15,1,6,6,1,2,1,4,0,4,3,27,13,14,2082379,2016-09-19 18:00:00,2016-09-19 16:00:00,Played,335,11061,4170895,9,Monday,AaB,1,,Vejrdata mangler,"Lyngby - AaB, 1 - 0"
335,2082379,7484,6,15,3,0,4,5,10,1,14.7,0.9041,12,9,11,2,2,1,0,1,1,5,2,0,3,11,4,7,2082379,2016-09-19 18:00:00,2016-09-19 16:00:00,Played,335,11061,4170895,9,Monday,Lyngby,4,,Vejrdata mangler,"Lyngby - AaB, 1 - 0"
335,2082386,7451,8,18,4,0,1,2,18,0,16.7,1.009,10,15,7,1,1,2,0,0,6,6,1,1,3,16,6,10,2082386,2016-09-20 18:00:00,2016-09-20 16:00:00,Played,335,11061,4170895,10,Tuesday,Esbjerg,1,,Vejrdata mangler,"Esbjerg - Silkeborg, 0 - 0"
335,2082386,7461,17,7,5,0,1,2,31,0,18.7,1.786,8,19,18,4,3,9,2,0,10,8,2,3,7,17,7,10,2082386,2016-09-20 18:00:00,2016-09-20 16:00:00,Played,335,11061,4170895,10,Tuesday,Silkeborg,1,,Vejrdata mangler,"Esbjerg - Silkeborg, 0 - 0"
335,2082391,7462,12,17,3,0,1,2,18,2,24.3,0.8087,5,16,12,6,4,7,2,0,2,5,4,2,1,19,14,5,2082391,2016-09-21 17:00:00,2016-09-21 15:00:00,Played,335,11061,4170895,10,Wednesday,Randers,1,,Vejrdata mangler,"Randers - København, 2 - 2"
335,2082391,7452,13,13,3,0,2,4,28,2,15.2,1.087,9,23,16,4,3,3,1,0,6,10,3,5,9,21,8,13,2082391,2016-09-21 17:00:00,2016-09-21 15:00:00,Played,335,11061,4170895,10,Wednesday,København,2,,Vejrdata mangler,"Randers - København, 2 - 2"
335,2082389,7457,19,16,6,0,2,0,25,1,17.9,1.282,9,23,16,7,5,8,1,0,7,11,6,3,11,32,16,16,2082389,2016-09-21 19:00:00,2016-09-21 17:00:00,Played,335,11061,4170895,10,Wednesday,AGF,2,,Vejrdata mangler,"AGF - Midtjylland, 1 - 1"
335,2082389,7455,14,17,5,0,0,1,21,1,20.6,1.666,1,14,14,4,6,8,0,0,4,6,4,4,5,22,10,12,2082389,2016-09-21 19:00:00,2016-09-21 17:00:00,Played,335,11061,4170895,10,Wednesday,Midtjylland,0,,Vejrdata mangler,"AGF - Midtjylland, 1 - 1"
335,2082388,7465,7,15,11,0,3,2,19,0,19.3,0.3913,7,12,8,1,3,4,0,0,3,3,1,5,2,16,5,11,2082388,2016-09-21 19:00:00,2016-09-21 17:00:00,Played,335,11061,4170895,10,Wednesday,Horsens,3,,Vejrdata mangler,"Horsens - Nordsjælland, 0 - 0"
335,2082388,7458,13,8,6,0,0,2,30,0,21.1,0.7605,7,18,15,6,2,8,4,0,5,5,2,2,2,24,13,11,2082388,2016-09-21 19:00:00,2016-09-21 17:00:00,Played,335,11061,4170895,10,Wednesday,Nordsjælland,0,,Vejrdata mangler,"Horsens - Nordsjælland, 0 - 0"
335,2082390,7460,12,15,3,1,4,2,41,0,13.7,1.512,12,33,14,4,3,2,1,0,5,10,3,4,8,22,10,12,2082390,2016-09-22 17:00:00,2016-09-22 15:00:00,Played,335,11061,4170895,10,Thursday,OB,5,,Vejrdata mangler,"SønderjyskE - OB, 1 - 0"
335,2082390,7499,14,15,3,0,1,2,27,1,18.7,1.007,7,20,14,5,4,8,1,0,5,6,4,4,6,20,10,10,2082390,2016-09-22 17:00:00,2016-09-22 15:00:00,Played,335,11061,4170895,10,Thursday,Sønderjyske,1,,Vejrdata mangler,"SønderjyskE - OB, 1 - 0"
335,2082387,7454,14,10,4,0,2,0,27,1,19.3,0.8364,7,16,11,6,2,6,3,1,5,8,3,4,4,24,11,13,2082387,2016-09-22 19:00:00,2016-09-22 17:00:00,Played,335,11061,4170895,10,Thursday,AaB,2,,Vejrdata mangler,"AaB - Viborg, 1 - 0"
335,2082385,7484,3,12,2,0,3,2,30,1,15.0,0.4024,3,6,14,1,0,0,0,0,2,3,1,1,2,13,3,10,2082385,2016-09-22 19:00:00,2016-09-22 17:00:00,Played,335,11061,4170895,10,Thursday,Lyngby,3,,Vejrdata mangler,"Lyngby - Brøndby, 1 - 0"
335,2082387,7456,15,11,1,0,0,1,23,0,19.5,0.9798,5,15,8,3,4,6,1,0,8,9,2,3,4,39,20,19,2082387,2016-09-22 19:00:00,2016-09-22 17:00:00,Played,335,11061,4170895,10,Thursday,Viborg,0,,Vejrdata mangler,"AaB - Viborg, 1 - 0"
335,2082385,7453,22,17,10,0,2,0,30,0,16.6,1.844,6,27,12,8,7,9,2,1,6,13,6,6,8,35,22,13,2082385,2016-09-22 19:00:00,2016-09-22 17:00:00,Played,335,11061,4170895,10,Thursday,Brøndby,2,,Vejrdata mangler,"Lyngby - Brøndby, 1 - 0"
335,2082397,7457,6,20,1,0,3,0,6,0,16.0,0.4997,1,11,11,2,2,2,1,0,2,4,1,3,3,26,16,10,2082397,2016-09-24 14:30:00,2016-09-24 12:30:00,Played,335,11061,4170895,11,Saturday,AGF,3,,Vejrdata mangler,"København - AGF, 2 - 0"
335,2082397,7452,18,12,8,0,2,3,28,2,17.3,1.579,5,25,20,5,1,8,2,1,11,10,3,6,9,36,14,22,2082397,2016-09-24 14:30:00,2016-09-24 12:30:00,Played,335,11061,4170895,11,Saturday,København,2,,Vejrdata mangler,"København - AGF, 2 - 0"
335,2082392,7484,7,11,3,0,1,0,15,1,21.9,0.6487,3,5,10,3,1,5,2,0,3,2,1,1,2,18,6,12,2082392,2016-09-25 11:00:00,2016-09-25 09:00:00,Played,335,11061,4170895,11,Sunday,Lyngby,1,,Vejrdata mangler,"Viborg - Lyngby, 0 - 1"
335,2082392,7456,18,10,6,0,1,3,20,0,16.2,1.478,8,28,10,0,6,5,0,1,11,13,0,2,10,28,17,11,2082392,2016-09-25 11:00:00,2016-09-25 09:00:00,Played,335,11061,4170895,11,Sunday,Viborg,1,,Vejrdata mangler,"Viborg - Lyngby, 0 - 1"
335,2082394,7499,15,9,4,0,2,5,25,4,16.1,1.879,5,12,10,7,3,6,1,1,4,9,6,5,7,22,10,12,2082394,2016-09-25 13:00:00,2016-09-25 11:00:00,Played,335,11061,4170895,11,Sunday,Sønderjyske,2,,Vejrdata mangler,"Randers - SønderjyskE, 0 - 4"
335,2082394,7462,9,13,3,1,1,0,11,0,18.9,1.15,6,9,8,4,2,4,2,0,3,5,2,4,3,33,15,18,2082394,2016-09-25 13:00:00,2016-09-25 11:00:00,Played,335,11061,4170895,11,Sunday,Randers,2,,Vejrdata mangler,"Randers - SønderjyskE, 0 - 4"
335,2082396,7453,24,16,7,0,2,0,21,3,18.0,2.909,11,28,11,15,5,9,5,1,3,15,10,2,11,22,9,13,2082396,2016-09-25 15:00:00,2016-09-25 13:00:00,Played,335,11061,4170895,11,Sunday,Brøndby,2,,Vejrdata mangler,"Brøndby - OB, 3 - 0"
335,2082396,7460,14,11,3,0,2,5,39,0,17.1,1.654,6,23,14,4,5,5,1,0,5,9,3,3,8,22,10,12,2082396,2016-09-25 15:00:00,2016-09-25 13:00:00,Played,335,11061,4170895,11,Sunday,OB,2,,Vejrdata mangler,"Brøndby - OB, 3 - 0"
335,2082398,7455,20,7,6,0,2,1,19,5,16.8,2.405,12,28,14,11,5,10,4,0,4,10,7,4,10,20,13,7,2082398,2016-09-25 17:00:00,2016-09-25 15:00:00,Played,335,11061,4170895,11,Sunday,Midtjylland,2,,Vejrdata mangler,"Midtjylland - Horsens, 5 - 2"
335,2082398,7465,12,14,7,0,1,1,10,2,13.6,2.024,6,18,7,7,3,3,1,0,2,9,6,2,7,26,7,19,2082398,2016-09-25 17:00:00,2016-09-25 15:00:00,Played,335,11061,4170895,11,Sunday,Horsens,1,,Vejrdata mangler,"Midtjylland - Horsens, 5 - 2"
335,2082393,7458,18,13,4,0,3,3,35,3,20.3,2.869,16,18,7,9,2,10,4,0,7,8,5,0,4,16,10,6,2082393,2016-09-25 19:00:00,2016-09-25 17:00:00,Played,335,11061,4170895,11,Sunday,Nordsjælland,3,,Vejrdata mangler,"Nordsjælland - Esbjerg, 3 - 0"
335,2082393,7451,12,8,9,0,3,3,24,0,17.2,2.722,6,13,11,3,4,5,1,1,4,7,2,1,5,14,6,8,2082393,2016-09-25 19:00:00,2016-09-25 17:00:00,Played,335,11061,4170895,11,Sunday,Esbjerg,3,,Vejrdata mangler,"Nordsjælland - Esbjerg, 3 - 0"
335,2082395,7461,14,9,6,0,0,1,35,5,19.8,1.748,11,15,4,8,2,6,2,0,4,8,6,1,6,15,10,5,2082395,2016-09-26 18:00:00,2016-09-26 16:00:00,Played,335,11061,4170895,11,Monday,Silkeborg,0,,Vejrdata mangler,"Silkeborg - AaB, 5 - 3"
335,2082395,7454,7,4,4,0,0,1,28,3,15.7,0.9454,9,19,9,4,3,4,1,0,0,3,3,2,2,19,9,10,2082395,2016-09-26 18:00:00,2016-09-26 16:00:00,Played,335,11061,4170895,11,Monday,AaB,0,,Vejrdata mangler,"Silkeborg - AaB, 5 - 3"
335,2082405,7460,13,12,6,0,4,0,22,2,18.6,1.383,4,15,23,5,2,6,3,0,6,7,2,2,3,21,7,14,2082405,2016-09-30 17:00:00,2016-09-30 15:00:00,Played,335,11061,4170895,12,Friday,OB,4,,Vejrdata mangler,"OB - AGF, 2 - 1"
335,2082405,7457,12,24,5,0,4,1,23,1,16.5,1.119,6,17,12,4,5,2,0,0,3,10,4,6,6,22,11,11,2082405,2016-09-30 17:00:00,2016-09-30 15:00:00,Played,335,11061,4170895,12,Friday,AGF,4,,Vejrdata mangler,"OB - AGF, 2 - 1"
335,2082402,7458,13,15,2,0,3,0,26,2,24.0,0.8502,4,9,13,4,4,9,2,0,5,4,2,5,3,29,18,11,2082402,2016-09-30 19:15:00,2016-09-30 17:15:00,Played,335,11061,4170895,12,Friday,Nordsjælland,3,,Vejrdata mangler,"Silkeborg - Nordsjælland, 2 - 2"
335,2082402,7461,11,13,5,0,1,1,36,2,21.4,1.164,4,15,15,4,4,6,1,0,3,5,3,3,5,17,5,12,2082402,2016-09-30 19:15:00,2016-09-30 17:15:00,Played,335,11061,4170895,12,Friday,Silkeborg,1,,Vejrdata mangler,"Silkeborg - Nordsjælland, 2 - 2"
335,2082404,7465,13,9,9,0,1,2,25,1,17.1,1.224,5,14,8,4,4,6,1,1,4,7,3,3,5,23,9,14,2082404,2016-10-01 15:00:00,2016-10-01 13:00:00,Played,335,11061,4170895,12,Saturday,Horsens,1,,Vejrdata mangler,"Horsens - Esbjerg, 1 - 0"
335,2082404,7451,14,9,8,0,0,4,23,0,15.1,2.198,2,14,9,3,2,4,2,0,9,10,1,2,9,30,12,18,2082404,2016-10-01 15:00:00,2016-10-01 13:00:00,Played,335,11061,4170895,12,Saturday,Esbjerg,0,,Vejrdata mangler,"Horsens - Esbjerg, 1 - 0"
