dato_str,municipality_id,nedbor_mm
2017-12-02,0173,2.2
2017-12-03,0540,0.1
2017-12-03,0740,0.0
2017-12-10,0851,3.8
2017-12-09,0217,1.3
2017-12-08,0615,1.5
2017-12-10,0461,3.3
2017-12-10,0153,5.6
2017-12-10,0217,4.8
2017-12-11,0730,2.7
2018-02-09,0615,0.0
2018-02-10,0101,1.8
2018-02-10,0740,7.6
2018-02-12,0846,0.0
2018-02-11,0173,0.4
2018-02-11,0461,3.6
2018-02-11,0540,2.4
2018-02-18,0851,3.5
2018-02-19,0751,0.7
2018-02-18,0217,0.1
2018-02-16,0217,0.0
2018-02-18,0730,5.3
2018-02-18,0657,4.9
2018-02-17,0740,0.0
2018-02-25,0851,0.0
2018-02-25,0153,0.0
2018-02-25,0846,0.1
2018-02-23,0615,0.0
2018-02-25,0101,0.0
2018-02-24,0173,0.0
2018-02-26,0540,0.2
2018-02-28,0846,0.4
2018-03-01,0217,0.0
2018-03-01,0540,0.3
2018-02-27,0615,1.5
2018-03-01,0657,0.1
2018-02-28,0730,0.1
2018-02-28,0461,0.0
2018-03-05,0851,0.5
2018-03-04,0751,5.4
2018-03-04,0153,4.4
2018-03-04,0217,2.8
2018-03-03,0173,0.0
2018-03-05,0740,0.2
2018-03-04,0730,5.7
2018-03-11,0851,0.3
2018-03-10,0846,9.9
2018-03-09,0461,7.4
2018-03-11,0615,0.1
2018-03-12,0101,7.0
2018-03-11,0540,11.0
2018-03-11,0217,16.3
2018-03-18,0153,0.0
2018-03-18,0217,0.1
2018-03-18,0657,0.1
2018-03-18,0751,0.0
2018-03-18,0173,0.0
2018-03-18,0740,0.0
2018-03-18,0730,0.0
2018-03-31,0740,0.0
2018-04-01,0846,0.0
2018-04-01,0730,0.0
2018-04-02,0461,16.7
2018-04-02,0101,4.2
2018-04-02,0851,3.0
2018-04-03,0615,4.2
2018-04-06,0217,0.0
2018-04-08,0153,0.0
2018-04-09,0657,0.0
2018-04-15,0851,1.5
2018-04-15,0153,0.0
2018-04-15,0217,0.0
2018-04-18,0615,0.0
2018-04-18,0101,0.0
2018-04-19,0657,0.0
2018-04-21,0101,0.0
2018-04-22,0851,1.6
2018-04-22,0217,1.1
2018-04-27,0615,1.1
2018-04-29,0657,25.0
2018-04-29,0153,3.2
2018-05-04,0615,0.0
